Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Effective Speed,Average Score,Overclocked Score,Value & Sentiment,Code Name,Launch Date,Processor Number,# of Cores,# of Threads,Max TDP,Price,Sockets Supported
CPU,,AMD,A4-4300M APU,962,39.3,1553,https://cpu.userbenchmark.com/SpeedTest/2001/AMD-A4-4300M-APU-with-Radeontm-HD-Graphics,-12,-44,-40,-4946,,,,,,,124,
CPU,,AMD,A10-7400P APU (2014 M.Ka),963,39.3,1009,https://cpu.userbenchmark.com/SpeedTest/26875/AMD-A10-7400P-Radeon-R6-10-Compute-Cores-4C-6G,-12,-23,-19,,,,,,,,,
CPU,,Intel,Core2 Duo P9400,964,39.2,491,https://cpu.userbenchmark.com/SpeedTest/5017/IntelR-CoreTM2-Duo-CPU-----P9400----240GHz,-13,-41,-39,,,,,,,,,
CPU,,Intel,Pentium J2900,965,39.2,2742,https://cpu.userbenchmark.com/SpeedTest/12727/IntelR-PentiumR-CPU--J2900----241GHz,-13,-33,-33,-4991,Bay Trail,Q4'13,J2900,4,4,10,,FCBGA1170
CPU,,AMD,A6-4400M APU,966,39.2,4554,https://cpu.userbenchmark.com/SpeedTest/1745/AMD-A6-4400M-APU-with-Radeontm-HD-Graphics,-13,-42,-37,-4983,,,,,,,,
CPU,,AMD,Opteron 4171 HE,967,39.1,16,https://cpu.userbenchmark.com/SpeedTest/5977/AMD-Opterontm-Processor-4171-HE,-13,-32,-22,,,,,,,,,
CPU,,AMD,A6-3400M APU,968,39,2646,https://cpu.userbenchmark.com/SpeedTest/491/AMD-A6-3400M-APU-with-Radeontm-HD-Graphics,-13,-35,-33,,,,,,,,,
CPU,FH8068003067406,Intel,Pentium Silver N5000,969,38.9,6016,https://cpu.userbenchmark.com/SpeedTest/499477/IntelR-PentiumR-Silver-N5000-CPU---110GHz,-13,-16,-14,-4962,Gemini Lake,Q4'17,N5000,4,4,6,,FCBGA1090
CPU,,AMD,A4-3400 APU,970,38.9,1791,https://cpu.userbenchmark.com/SpeedTest/6076/AMD-A4-3400-APU-with-Radeontm-HD-Graphics,-13,-33,-31,-4912,,,,,,,78,
CPU,,Intel,Core2 Duo T8300,971,38.8,2088,https://cpu.userbenchmark.com/SpeedTest/1921/IntelR-CoreTM2-Duo-CPU-----T8300----240GHz,-13,-40,-39,-4756,Penryn,Q1'08,T8300,2,,35,27,"BGA479, PGA478"
CPU,,Intel,Core i3 M 330,972,38.8,8975,https://cpu.userbenchmark.com/SpeedTest/484/IntelR-CoreTM-i3-CPU-------M-330----213GHz,-13,-29,-26,-2042,Arrandale,Q1'10,i3-330M,2,4,35,,"BGA1288, PGA988"
CPU,,Intel,Pentium 967,973,38.8,205,https://cpu.userbenchmark.com/SpeedTest/4152/IntelR-PentiumR-CPU-967---130GHz,-13,-53,-51,,Sandy Bridge,Q4'11,967,2,2,17,,
CPU,,Intel,Pentium E5700,974,38.8,13867,https://cpu.userbenchmark.com/SpeedTest/976/PentiumR-Dual-Core--CPU------E5700----300GHz,-13,-32,-29,-612,,,,,,,22,
CPU,,Intel,Pentium N3530,975,38.7,3762,https://cpu.userbenchmark.com/SpeedTest/11468/IntelR-PentiumR-CPU--N3530----216GHz,-13,-35,-34,-4987,Bay Trail,Q1'14,N3530,4,4,,,FCBGA1170
CPU,,Intel,Pentium N3540,976,38.7,11851,https://cpu.userbenchmark.com/SpeedTest/15842/IntelR-PentiumR-CPU--N3540----216GHz,-13,-34,-33,-1718,Bay Trail,Q3'14,N3540,4,4,,,FCBGA1170
CPU,,Intel,Core2 Duo P8600,977,38.6,6775,https://cpu.userbenchmark.com/SpeedTest/753/IntelR-CoreTM2-Duo-CPU-----P8600----240GHz,-13,-41,-39,-2389,Penryn,Q3'08,P8600,2,,25,42,"BGA479, PGA478"
CPU,,Intel,Pentium E5500,978,38.5,5426,https://cpu.userbenchmark.com/SpeedTest/2012/PentiumR-Dual-Core--CPU------E5500----280GHz,-13,-35,-32,-4980,,,,,,,,
CPU,,Intel,Core2 Duo P9300,979,38.5,212,https://cpu.userbenchmark.com/SpeedTest/602/IntelR-CoreTM2-Duo-CPU-----P9300----226GHz,-13,-44,-41,,,,,,,,,
CPU,,AMD,Sempron 145,980,38.5,2654,https://cpu.userbenchmark.com/SpeedTest/6487/AMD-Semprontm-145-Processor,-13,-71,-65,-4868,,,,,,,50,
CPU,,Intel,Xeon E5320,981,38.5,102,https://cpu.userbenchmark.com/SpeedTest/24377/IntelR-XeonR-CPU-----------E5320----186GHz,-13,-35,-28,,Clovertown,Q4'06,E5320,4,,80,,"LGA771, PLGA771"
CPU,,Intel,Core2 6420,982,38.4,1588,https://cpu.userbenchmark.com/SpeedTest/1967/IntelR-CoreTM2-CPU----------6420----213GHz,-13,-53,-52,,Conroe,Q2'07,E6420,2,,65,100,PLGA775
CPU,,Intel,Core2 Duo P8700,983,38.3,5635,https://cpu.userbenchmark.com/SpeedTest/581/IntelR-CoreTM2-Duo-CPU-----P8700----253GHz,-13,-39,-36,-1572,Penryn,Q4'08,P8700,2,,25,42,"BGA479, PGA478"
CPU,,AMD,Phenom II P940,984,38.3,67,https://cpu.userbenchmark.com/SpeedTest/12706/AMD-Phenomtm-II-P940-Quad-Core-Processor,-13,-33,-34,,,,,,,,,
CPU,,Intel,Core2 Duo T7700,985,38.3,1501,https://cpu.userbenchmark.com/SpeedTest/2770/IntelR-CoreTM2-Duo-CPU-----T7700----240GHz,-13,-41,-45,,Merom,Q2'07,T7700,2,,35,130,"PBGA479, PPGA478"
CPU,,Intel,Celeron J1900,986,38.3,3933,https://cpu.userbenchmark.com/SpeedTest/10898/IntelR-CeleronR-CPU--J1900----199GHz,-13,-37,-37,-4980,Bay Trail,Q4'13,J1900,4,4,10,,FCBGA1170
CPU,,AMD,Athlon Dual Core 4850e,987,38.2,481,https://cpu.userbenchmark.com/SpeedTest/3970/AMD-Athlontm-Dual-Core-Processor-4850e,-13,-38,-38,,,,,,,,,
CPU,BX80557E6550,Intel,Core2 Duo E6550,988,38.2,8567,https://cpu.userbenchmark.com/Intel-Core2-Duo-E6550/Rating/568,-13,-50,-47,-2514,Conroe,Q3'07,E6550,2,,65,170,PLGA775
CPU,,AMD,A4-3300 APU,989,38.1,1764,https://cpu.userbenchmark.com/SpeedTest/4728/AMD-A4-3300-APU-with-Radeontm-HD-Graphics,-13,-37,-34,-4925,,,,,,,90,
CPU,,Intel,Core2 Duo P7570,990,38,182,https://cpu.userbenchmark.com/SpeedTest/7581/IntelR-CoreTM2-Duo-CPU-----P7570----226GHz,-13,-44,-41,,Penryn,Q3'09,P7570,2,,25,,PGA478
CPU,,Intel,Core2 Duo P8400,991,38,5144,https://cpu.userbenchmark.com/SpeedTest/307/IntelR-CoreTM2-Duo-CPU-----P8400----226GHz,-13,-44,-42,-4680,Penryn,Q3'08,P8400,2,,25,20,"BGA479, PGA478"
CPU,,Intel,Core M-5Y31,992,37.8,70,https://cpu.userbenchmark.com/SpeedTest/33034/IntelR-CoreTM-M-5Y31-CPU---090GHz,-13,-25,-18,,Broadwell,Q4'14,5Y31,2,4,,,FCBGA1234
CPU,,AMD,Athlon II P360,993,37.8,1115,https://cpu.userbenchmark.com/SpeedTest/3956/AMD-Athlontm-II-P360-Dual-Core-Processor,-13,-40,-38,,,,,,,,,
CPU,,Intel,Pentium E5300,994,37.8,12767,https://cpu.userbenchmark.com/SpeedTest/38/PentiumR-Dual-Core--CPU------E5300----260GHz,-13,-37,-34,-1176,,,,,,,,
CPU,,Intel,Pentium E5400,995,37.7,9174,https://cpu.userbenchmark.com/SpeedTest/4475/PentiumR-Dual-Core--CPU------E5400----270GHz,-13,-36,-33,-1226,,,,,,,75,
CPU,,Intel,Pentium N3520,996,37.7,1408,https://cpu.userbenchmark.com/SpeedTest/7431/IntelR-PentiumR-CPU--N3520----216GHz,-13,-37,-37,,Bay Trail,Q4'13,N3520,4,4,,,FCBGA1170
CPU,,Intel,Xeon E5310,997,37.7,21,https://cpu.userbenchmark.com/SpeedTest/21579/IntelR-XeonR-CPU-----------E5310----160GHz,-13,-40,-27,,Clovertown,Q4'06,E5310,4,,80,,"LGA771, PLGA771"
CPU,,AMD,A9-9430 APU (2016 M.SR),998,37.7,584,https://cpu.userbenchmark.com/SpeedTest/303175/AMD-A9-9430-RADEON-R5-5-COMPUTE-CORES-2C-3G,-13,-25,-23,,,,,,,,,
CPU,,Intel,Celeron E3300,999,37.7,1701,https://cpu.userbenchmark.com/SpeedTest/5787/IntelR-CeleronR-CPU--------E3300----250GHz,-13,-39,-35,-4857,Wolfdale,Q3'09,E3300,2,,65,47,LGA775
CPU,,AMD,Athlon 64 X2 Dual Core 5000+,1000,37.6,4700,https://cpu.userbenchmark.com/SpeedTest/2324/AMD-Athlontm-64-X2-Dual-Core-Processor-5000-,-13,-38,-36,,,,,,,,,
CPU,,Intel,Core2 Duo L9400,1001,37.6,470,https://cpu.userbenchmark.com/SpeedTest/5525/IntelR-CoreTM2-Duo-CPU-----L9400----186GHz,-13,-54,-51,,,,,,,,,
CPU,,Intel,Core2 Duo L9600,1002,37.6,77,https://cpu.userbenchmark.com/SpeedTest/1700/IntelR-CoreTM2-Duo-CPU-----L9600----213GHz,-14,-47,-44,,,,,,,,,
CPU,,Intel,Core2 6400,1003,37.6,3967,https://cpu.userbenchmark.com/SpeedTest/106/IntelR-CoreTM2-CPU----------6400----213GHz,-14,-54,-52,,Conroe,Q3'06,E6400,2,,65,,"LGA775, PLGA775"
CPU,,AMD,Athlon 5350 APU R3,1004,37.6,2809,https://cpu.userbenchmark.com/SpeedTest/10020/AMD-Athlontm-5350-APU-with-Radeontm-R3,-14,-29,-28,,,,,,,,,
CPU,,Intel,Celeron E3200,1005,37.5,714,https://cpu.userbenchmark.com/SpeedTest/6422/IntelR-CeleronR-CPU--------E3200----240GHz,-14,-41,-36,,Wolfdale,Q3'09,E3200,2,,65,,LGA775
CPU,,Intel,Core2 Duo E4700,1006,37.4,925,https://cpu.userbenchmark.com/SpeedTest/669/IntelR-CoreTM2-Duo-CPU-----E4700----260GHz,-14,-43,-37,,Conroe,Q1'08,E4700,2,,65,150,PLGA775
CPU,,AMD,Athlon 64 X2 Dual Core 4600+,1007,37.4,1616,https://cpu.userbenchmark.com/SpeedTest/8715/AMD-Athlontm-64-X2-Dual-Core-Processor-4600-,-14,-42,-40,,,,,,,,,
CPU,,AMD,Athlon 64 X2 Dual Core 4800+,1008,37.4,1739,https://cpu.userbenchmark.com/SpeedTest/2246/AMD-Athlontm-64-X2-Dual-Core-Processor-4800-,-14,-39,-37,,,,,,,,150,
CPU,,AMD,Athlon II P340,1009,37.3,1794,https://cpu.userbenchmark.com/SpeedTest/380/AMD-Athlontm-II-P340-Dual-Core-Processor,-14,-42,-41,-4866,,,,,,,50,
CPU,,AMD,FX-7500 APU (2014 M.Ka),1010,37.3,2896,https://cpu.userbenchmark.com/SpeedTest/16010/AMD-FX-7500-Radeon-R7-10-Compute-Cores-4C-6G,-14,-26,-22,,,,,,,,,
CPU,,Intel,Core2 Duo P7450,1011,37.2,2077,https://cpu.userbenchmark.com/SpeedTest/1597/IntelR-CoreTM2-Duo-CPU-----P7450----213GHz,-14,-48,-45,-4928,Penryn,Q1'09,P7450,2,,25,90,PGA478
CPU,,AMD,A8-4555M APU,1012,37.2,1569,https://cpu.userbenchmark.com/SpeedTest/3647/AMD-A8-4555M-APU-with-Radeontm-HD-Graphics,-14,-40,-33,,,,,,,,,
CPU,,Intel,Celeron E3400,1013,37.2,2824,https://cpu.userbenchmark.com/SpeedTest/5119/IntelR-CeleronR-CPU--------E3400----260GHz,-14,-39,-34,-4830,Wolfdale,Q1'10,E3400,2,,65,40,LGA775
CPU,,AMD,Turion II Neo N54L,1014,37.1,137,https://cpu.userbenchmark.com/SpeedTest/7165/AMD-Turiontm-II-Neo-N54L-Dual-Core-Processor,-14,-44,-42,,,,,,,,,
CPU,,AMD,A8-7410 APU (2015 M.Ca),1015,37.1,18429,https://cpu.userbenchmark.com/SpeedTest/33754/AMD-A8-7410-APU-with-AMD-Radeon-R5-Graphics,-14,-28,-25,-1043,,,,,,,,
CPU,,Intel,Core2 Duo P7550,1016,37.1,565,https://cpu.userbenchmark.com/SpeedTest/3099/IntelR-CoreTM2-Duo-CPU-----P7550----226GHz,-14,-45,-42,,Penryn,Q3'09,P7550,2,,25,,PGA478
CPU,,Intel,Atom Z3740D,1017,37,165,https://cpu.userbenchmark.com/SpeedTest/3287/IntelR-AtomTM-CPU--Z3740D---133GHz,-14,-54,-51,,Bay Trail,Q3'13,Z3740D,4,4,,,UTFCBGA1380
CPU,,Intel,Pentium E5200,1018,37,9973,https://cpu.userbenchmark.com/SpeedTest/1599/PentiumR-Dual-Core--CPU------E5200----250GHz,-14,-40,-37,-1599,,,,,,,50,
CPU,,Intel,Core2 Duo T7500,1019,36.9,2907,https://cpu.userbenchmark.com/SpeedTest/867/IntelR-CoreTM2-Duo-CPU-----T7500----220GHz,-14,-53,-51,-4930,Merom,Q3'06,T7500,2,,35,90,"PBGA479, PPGA478"
CPU,,AMD,Athlon X2 Dual Core BE-2400,1020,36.9,57,https://cpu.userbenchmark.com/SpeedTest/10300/AMD-Athlontm-X2-Dual-Core-Processor-BE-2400,-14,-43,-39,,,,,,,,,
CPU,HE8066201931229,Intel,Pentium 4405Y,1021,36.8,111,https://cpu.userbenchmark.com/SpeedTest/144619/IntelR-PentiumR-CPU-4405Y---150GHz,-14,-31,-28,,Skylake,Q3'15,4405Y,2,4,6,,FCBGA1515
CPU,,Intel,Core2 Duo T6600,1022,36.8,5867,https://cpu.userbenchmark.com/SpeedTest/242/IntelR-CoreTM2-Duo-CPU-----T6600----220GHz,-14,-47,-43,-3353,Penryn,Q1'09,T6600,2,,35,,PGA478
CPU,,Intel,Core2 Duo P7350,1023,36.8,1919,https://cpu.userbenchmark.com/SpeedTest/1998/IntelR-CoreTM2-Duo-CPU-----P7350----200GHz,-14,-51,-48,-4847,Penryn,Q3'08,P7350,2,,25,43,"BGA479, PGA478"
CPU,,Intel,Core2 Duo T8100,1024,36.7,2003,https://cpu.userbenchmark.com/SpeedTest/2334/IntelR-CoreTM2-Duo-CPU-----T8100----210GHz,-14,-48,-45,-4915,Penryn,Q1'08,T8100,2,,35,78,"BGA479, PGA478"
CPU,,Intel,Pentium P6200,1025,36.6,5502,https://cpu.userbenchmark.com/SpeedTest/4539/IntelR-PentiumR-CPU--------P6200----213GHz,-14,-34,-32,-4983,Arrandale,Q3'10,P6200,2,2,35,,PGA988
CPU,,AMD,Athlon 64 X2 Dual Core 4400+,1026,36.6,2434,https://cpu.userbenchmark.com/SpeedTest/2330/AMD-Athlontm-64-X2-Dual-Core-Processor-4400-,-14,-44,-42,-4868,,,,,,,50,
CPU,,Intel,Celeron N2930,1027,36.6,1430,https://cpu.userbenchmark.com/SpeedTest/13386/IntelR-CeleronR-CPU--N2930----183GHz,-14,-43,-42,,Bay Trail,Q1'14,N2930,4,4,,,FCBGA1170
CPU,,Intel,Core2 Duo T6670,1028,36.5,1451,https://cpu.userbenchmark.com/SpeedTest/2964/IntelR-CoreTM2-Duo-CPU-----T6670----220GHz,-14,-46,-43,,Penryn,Q3'09,T6670,2,,35,,PGA478
CPU,,AMD,Sempron 140,1029,36.5,1961,https://cpu.userbenchmark.com/SpeedTest/3248/AMD-Semprontm-140-Processor,-14,-73,-68,,,,,,,,9,
CPU,,Intel,Pentium P6100,1030,36.5,4474,https://cpu.userbenchmark.com/SpeedTest/756/IntelR-PentiumR-CPU--------P6100----200GHz,-14,-36,-34,-3356,Arrandale,Q3'10,P6100,2,2,35,,PGA988
CPU,,AMD,Athlon II P320,1031,36.5,2340,https://cpu.userbenchmark.com/SpeedTest/1942/AMD-Athlontm-II-P320-Dual-Core-Processor,-14,-46,-43,-4681,,,,,,,20,
CPU,,Intel,Core2 6320,1032,36.5,1123,https://cpu.userbenchmark.com/SpeedTest/4501/IntelR-CoreTM2-CPU----------6320----186GHz,-14,-63,-60,,Conroe,Q2'07,E6320,2,,65,199,PLGA775
CPU,,AMD,Athlon Dual Core 4450e,1033,36.4,392,https://cpu.userbenchmark.com/SpeedTest/9437/AMD-Athlontm-Dual-Core-Processor-4450e,-14,-44,-42,,,,,,,,,
CPU,,Intel,Core2 Duo T6500,1034,36.4,2361,https://cpu.userbenchmark.com/SpeedTest/3474/IntelR-CoreTM2-Duo-CPU-----T6500----210GHz,-14,-49,-46,,Penryn,Q2'09,T6500,2,,35,,
CPU,,AMD,A6-7310 APU (2015 M.Ca),1035,36.4,6204,https://cpu.userbenchmark.com/SpeedTest/42196/AMD-A6-7310-APU-with-AMD-Radeon-R4-Graphics,-14,-29,-26,-2535,,,,,,,,
CPU,,Intel,Celeron Dual Core T3300,1036,36.3,418,https://cpu.userbenchmark.com/SpeedTest/8823/CeleronR-Dual-Core-CPU-------T3300----200GHz,-14,-50,-48,,,,,,,,,
CPU,,AMD,Athlon Dual Core 4450B,1037,36.3,408,https://cpu.userbenchmark.com/SpeedTest/3166/AMD-Athlontm-Dual-Core-Processor-4450B,-14,-45,-42,,,,,,,,21,
CPU,,Intel,Pentium T4500,1038,36.3,5990,https://cpu.userbenchmark.com/SpeedTest/2148/PentiumR-Dual-Core-CPU-------T4500----230GHz,-14,-44,-41,-3356,,,,,,,,
CPU,,Intel,Core2 Duo T7300,1039,36.2,2209,https://cpu.userbenchmark.com/SpeedTest/2508/IntelR-CoreTM2-Duo-CPU-----T7300----200GHz,-14,-59,-56,,Merom,Q2'07,T7300,2,,35,50,"PBGA479, PPGA478"
CPU,,AMD,A4-7210 APU (2015 M.Ca),1040,36.1,1411,https://cpu.userbenchmark.com/SpeedTest/42376/AMD-A4-7210-APU-with-AMD-Radeon-R3-Graphics,-15,-32,-29,,,,,,,,,
CPU,,AMD,A8-6410 APU R5 Graphics,1041,36.1,14267,https://cpu.userbenchmark.com/SpeedTest/12263/AMD-A8-6410-APU-with-AMD-Radeon-R5-Graphics,-15,-29,-26,-1475,,,,,,,,
CPU,,Intel,Core2 Duo T6570,1042,36,2021,https://cpu.userbenchmark.com/SpeedTest/438/IntelR-CoreTM2-Duo-CPU-----T6570----210GHz,-15,-49,-46,,,,,,,,,
CPU,,AMD,Athlon 64 X2 Dual Core 3800+,1043,36,2526,https://cpu.userbenchmark.com/SpeedTest/2362/AMD-Athlontm-64-X2-Dual-Core-Processor-3800-,-15,-52,-49,-4928,,,,,,,90,
CPU,,Intel,Core2 Duo T6400,1044,35.9,3661,https://cpu.userbenchmark.com/SpeedTest/2405/IntelR-CoreTM2-Duo-CPU-----T6400----200GHz,-15,-52,-48,-2486,Penryn,Q1'09,T6400,2,,35,99,PGA478
CPU,,AMD,A4-3300M APU,1045,35.9,1407,https://cpu.userbenchmark.com/SpeedTest/12812/AMD-A4-3300M-APU-with-Radeontm-HD-Graphics,-15,-48,-46,-4907,,,,,,,,
CPU,,AMD,A4-3330MX APU,1046,35.9,766,https://cpu.userbenchmark.com/SpeedTest/6834/AMD-A4-3330MX-APU-with-Radeontm-HD-Graphics,-15,-43,-37,,,,,,,,43,
CPU,,Intel,Core2 Duo T5870,1047,35.8,1504,https://cpu.userbenchmark.com/SpeedTest/5377/IntelR-CoreTM2-Duo-CPU-----T5870----200GHz,-15,-60,-57,,Merom,,T5870,2,,35,,
CPU,,Intel,Pentium T4200,1048,35.7,3840,https://cpu.userbenchmark.com/SpeedTest/451/PentiumR-Dual-Core-CPU-------T4200----200GHz,-15,-52,-48,-2486,,,,,,,99,
CPU,,AMD,Turion II Mobile M500,1049,35.7,440,https://cpu.userbenchmark.com/SpeedTest/2912/AMD-Turiontm-II-Dual-Core-Mobile-M500,-15,-44,-42,,,,,,,,,
CPU,,AMD,Athlon 64 X2 Dual Core 4200+,1050,35.6,3198,https://cpu.userbenchmark.com/SpeedTest/3258/AMD-Athlontm-64-X2-Dual-Core-Processor-4200-,-15,-46,-44,,,,,,,,,
CPU,,AMD,Athlon LE-1640,1051,35.6,310,https://cpu.userbenchmark.com/SpeedTest/7308/AMD-Athlontm-Processor-LE-1640,-15,-78,-71,,,,,,,,,
CPU,FH8068003067408,Intel,Celeron N4100,1052,35.6,2019,https://cpu.userbenchmark.com/SpeedTest/407836/IntelR-CeleronR-N4100-CPU---110GHz,-15,-19,-17,-4983,Gemini Lake,Q4'17,N4100,4,4,6,,FCBGA1090
CPU,,Intel,Core2 6300,1053,35.5,4595,https://cpu.userbenchmark.com/SpeedTest/2521/IntelR-CoreTM2-CPU----------6300----186GHz,-15,-61,-61,-4906,Wolfdale,Q2'09,E6300,2,,65,70,LGA775
CPU,,Intel,Core2 Duo E4600,1054,35.5,4758,https://cpu.userbenchmark.com/SpeedTest/2191/IntelR-CoreTM2-Duo-CPU-----E4600----240GHz,-15,-49,-46,,Conroe,Q4'07,E4600,2,,65,,LGA775
CPU,,Intel,Celeron Dual Core T3100,1055,35.5,696,https://cpu.userbenchmark.com/SpeedTest/1715/CeleronR-Dual-Core-CPU-------T3100----190GHz,-15,-54,-51,,,,,,,,,
CPU,,Intel,Pentium T4400,1056,35.5,4460,https://cpu.userbenchmark.com/SpeedTest/1886/PentiumR-Dual-Core-CPU-------T4400----220GHz,-15,-47,-43,-1677,,,,,,,110,
CPU,,Intel,Core2 Duo T5800,1057,35.4,2348,https://cpu.userbenchmark.com/SpeedTest/2272/IntelR-CoreTM2-Duo-CPU-----T5800----200GHz,-15,-61,-57,,Merom,Q4'08,T5800,2,,35,,PPGA478
CPU,,Intel,Pentium T4300,1058,35.3,4969,https://cpu.userbenchmark.com/SpeedTest/2938/PentiumR-Dual-Core-CPU-------T4300----210GHz,-15,-50,-46,-4991,,,,,,,,
CPU,,Intel,Core2 T7600,1059,35.3,423,https://cpu.userbenchmark.com/SpeedTest/2765/IntelR-CoreTM2-CPU---------T7600----233GHz,-15,-50,-48,,Merom,Q3'07,T7600,2,,34,170,"PBGA479, PPGA478"
CPU,,Intel,Core2 Duo T7250,1060,35.3,2186,https://cpu.userbenchmark.com/SpeedTest/1781/IntelR-CoreTM2-Duo-CPU-----T7250----200GHz,-15,-60,-57,-4931,Merom,Q3'07,T7250,2,,35,90,"PBGA479, PPGA478"
CPU,,Intel,Pentium J4205,1061,35.3,659,https://cpu.userbenchmark.com/SpeedTest/221469/IntelR-PentiumR-CPU-J4205---150GHz,-15,-20,-19,,Apollo Lake,,J4205,4,4,10,,FCBGA1296
CPU,,Intel,Core2 Duo T5900,1062,35.3,227,https://cpu.userbenchmark.com/SpeedTest/2376/IntelR-CoreTM2-Duo-CPU-----T5900----220GHz,-15,-55,-51,,,,,,,,,
CPU,,Intel,Core2 Duo T5670,1063,35.2,527,https://cpu.userbenchmark.com/SpeedTest/3564/IntelR-CoreTM2-Duo-CPU-----T5670----180GHz,-15,-66,-63,,Merom,Q2'08,T5670,2,,35,,
CPU,,AMD,A10-7300 APU (2014 M.Ka),1064,35.1,4538,https://cpu.userbenchmark.com/SpeedTest/11662/AMD-A10-7300-Radeon-R6-10-Compute-Cores-4C-6G,-15,-31,-25,,,,,,,,,
CPU,,Intel,Celeron 847,1065,35,3114,https://cpu.userbenchmark.com/SpeedTest/457/IntelR-CeleronR-CPU-847---110GHz,-15,-70,-63,-1712,Sandy Bridge,Q2'11,847,2,,17,201,FCBGA1023
CPU,,AMD,V140,1066,35,563,https://cpu.userbenchmark.com/SpeedTest/1003/AMD-V140-Processor,-15,-85,-79,,,,,,,,,
CPU,,Intel,Pentium N4200,1067,35,7611,https://cpu.userbenchmark.com/SpeedTest/196248/IntelR-PentiumR-CPU-N4200---110GHz,-15,-22,-19,-3340,Apollo Lake,Q3'16,N4200,4,4,6,,FCBGA1296
CPU,,Intel,Core2 Duo E4400,1068,35,1061,https://cpu.userbenchmark.com/SpeedTest/3549/IntelR-CoreTM2-Duo-CPU-----E4400----200GHz,-15,-59,-57,,Conroe,Q2'07,E4400,2,,65,108,LGA775
CPU,,AMD,A9-9410 APU (2016 M.SR),1069,34.9,3772,https://cpu.userbenchmark.com/SpeedTest/137162/AMD-A9-9410-RADEON-R5-5-COMPUTE-CORES-2C-3G,-15,-30,-23,-4987,,,,,,,,
CPU,,Intel,Core2 4400,1070,34.9,1562,https://cpu.userbenchmark.com/SpeedTest/5093/IntelR-CoreTM2-CPU----------4400----200GHz,-15,-59,-57,,Conroe,Q2'07,E4400,2,,65,108,LGA775
CPU,,Intel,Core2 Duo E4500,1071,34.8,6628,https://cpu.userbenchmark.com/SpeedTest/65/IntelR-CoreTM2-Duo-CPU-----E4500----220GHz,-15,-54,-51,-2504,Conroe,Q3'07,E4500,2,,65,130,LGA775
CPU,,Intel,Core2 Duo T7100,1072,34.8,1042,https://cpu.userbenchmark.com/SpeedTest/2268/IntelR-CoreTM2-Duo-CPU-----T7100----180GHz,-15,-68,-63,,Merom,Q2'07,T7100,2,,35,90,"PBGA479, PPGA478"
CPU,,AMD,Athlon II M320,1073,34.8,643,https://cpu.userbenchmark.com/SpeedTest/4506/AMD-Athlontm-II-Dual-Core-M320,-15,-45,-43,,,,,,,,,
CPU,,Intel,Pentium Dual E2200,1074,34.7,6193,https://cpu.userbenchmark.com/SpeedTest/1712/IntelR-PentiumR-Dual--CPU--E2200----220GHz,-15,-54,-46,-4880,Conroe,Q4'07,E2200,2,,65,54,LGA775
CPU,,AMD,A8-7100 APU (2014 M.Ka),1075,34.7,767,https://cpu.userbenchmark.com/SpeedTest/20429/AMD-A8-7100-Radeon-R5-8-Compute-Cores-4C-4G,-16,-33,-28,,,,,,,,,
CPU,,Intel,Pentium Dual E2180,1076,34.6,5408,https://cpu.userbenchmark.com/SpeedTest/814/IntelR-PentiumR-Dual--CPU--E2180----200GHz,-16,-62,-56,-4962,Conroe,Q3'07,E2180,2,,65,135,LGA775
CPU,,Intel,Core2 Duo L9300,1077,34.4,99,https://cpu.userbenchmark.com/SpeedTest/5639/IntelR-CoreTM2-Duo-CPU-----L9300----160GHz,-16,-66,-61,,,,,,,,,
CPU,,Intel,Pentium Dual T3400,1078,34.4,1907,https://cpu.userbenchmark.com/SpeedTest/5174/IntelR-PentiumR-Dual--CPU--T3400----216GHz,-16,-56,-52,-4924,Merom,Q4'08,T3400,2,,35,80,PPGA478
CPU,,AMD,V120,1079,34.4,410,https://cpu.userbenchmark.com/SpeedTest/5365/AMD-V120-Processor,-16,-88,-83,,,,,,,,,
CPU,,AMD,Athlon 64 3400+,1080,34.3,26,https://cpu.userbenchmark.com/SpeedTest/1056/AMD-Athlontm-64-Processor-3400-,-16,-88,-84,,,,,,,,,
CPU,,Intel,Pentium N3510,1081,34.3,263,https://cpu.userbenchmark.com/SpeedTest/11120/IntelR-PentiumR-CPU--N3510----199GHz,-16,-48,-46,,Bay Trail,Q3'13,N3510,4,4,,,FCBGA1170
CPU,,AMD,A9-9420 APU (2016 M.SR),1082,34.2,9616,https://cpu.userbenchmark.com/SpeedTest/297050/AMD-A9-9420-RADEON-R5-5-COMPUTE-CORES-2C-3G,-16,-31,-24,-2038,,,,,,,,
CPU,,Intel,Core2 T7400,1083,34.2,459,https://cpu.userbenchmark.com/SpeedTest/5780/IntelR-CoreTM2-CPU---------T7400----216GHz,-16,-56,-52,,Merom,Q3'06,T7400,2,,34,150,"PBGA479, PPGA478"
CPU,,AMD,A9-9425 APU (2016 M.SR),1084,34.2,6858,https://cpu.userbenchmark.com/SpeedTest/496441/AMD-A9-9425-RADEON-R5-5-COMPUTE-CORES-2C-3G,-16,-31,-23,-966,,,,,,,,
CPU,,Intel,Core2 Duo L7500,1085,34.1,148,https://cpu.userbenchmark.com/SpeedTest/6265/IntelR-CoreTM2-Duo-CPU-----L7500----160GHz,-16,-76,-72,,Merom,Q3'06,L7500,2,,17,,PBGA479
