Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Effective Speed,Average Score,Overclocked Score,Value & Sentiment,Code Name,Launch Date,Processor Number,# of Cores,# of Threads,Max TDP,Price,Sockets Supported
CPU,,Intel,Xeon E3-1505M v6,273,71.1,2071,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz,-2,-3,-2,,Kaby Lake,Q1'17,E3-1505MV6,4,8,45,,
CPU,BX80646I54440,Intel,Core i5-4440,274,71,56574,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993,-2,-5,-5,-275,Haswell,Q3'13,i5-4440,4,4,84,510,FCLGA1150
CPU,,Intel,Core i7 880,275,71,481,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz,-2,-6,-5,,Lynnfield,Q2'10,i7-880,4,8,95,,LGA1156
CPU,,Intel,Core i7 K 875,276,70.9,1844,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz,-2,-6,-5,-4960,Lynnfield,Q2'10,i7-875K,4,8,95,,LGA1156
CPU,,Intel,Core i7-6920HQ,277,70.9,1683,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz,-2,-4,-3,,Skylake,Q3'15,i7-6920HQ,4,8,45,,FCBGA1440
CPU,,Intel,Core i7-4770T,278,70.7,404,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz,-2,-4,-4,,Haswell,Q2'13,i7-4770T,4,8,45,,FCLGA1150
CPU,,Intel,Xeon E31225,279,70.6,2175,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz,-2,-6,-7,,,,,,,,,
CPU,,Intel,Xeon X5667,280,70.6,235,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz,-2,-6,-6,,Westmere EP,Q1'10,X5667,4,8,95,,FCLGA1366
CPU,,Intel,Core i5-3475S,281,70.6,782,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz,-2,-6,-6,,Ivy Bridge,Q2'12,i5-3475S,4,4,65,,FCLGA1155
CPU,,Intel,Xeon E31220,282,70.5,1811,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz,-2,-6,-7,-4964,,,,,,,,
CPU,BX80684G5600,Intel,Pentium Gold G5600,283,70.4,482,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz,-2,-5,-5,,Coffee Lake,Q2'18,G5600,2,4,54,,FCLGA1151
CPU,,Intel,Core i7-4930MX,284,70.3,906,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz,-2,-4,-2,,Haswell,Q2'13,i7-4930MX,4,8,57,,FCPGA946
CPU,,Intel,Core i7-5700HQ,285,70.2,9903,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz,-2,-4,-3,-3349,Broadwell,Q2'15,i7-5700HQ,4,8,47,,FCBGA1364
CPU,,Intel,Xeon E5-2643 0,286,70.1,576,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz,-2,-5,-5,,Sandy Bridge EP,Q1'12,E5-2643,4,8,130,852,FCLGA2011
CPU,,Intel,Core i5-3470S,287,70.1,8265,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz,-2,-6,-6,-1708,Ivy Bridge,Q2'12,i5-3470S,4,4,65,,FCLGA1155
CPU,,Intel,Core i5-4430,288,70.1,16398,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz,-2,-6,-6,-726,Haswell,Q2'13,i5-4430,4,4,84,171,FCLGA1150
CPU,,Intel,Core i7-7700HQ,289,70,343082,https://cpu.userbenchmark.com/SpeedTest/211019/IntelR-CoreTM-i7-7700HQ-CPU---280GHz,-2,-4,-3,-65,Kaby Lake,Q1'17,i7-7700HQ,4,8,45,,
CPU,,Intel,Xeon X3470,290,70,4649,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz,-2,-6,-5,-3318,Lynnfield,Q3'09,X3470,4,8,95,,LGA1156
CPU,,Intel,Xeon E5-2630 v3,291,69.9,842,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz,-2,-4,-4,,Haswell,Q3'14,E5-2630V3,8,16,85,,FCLGA2011-3
CPU,BX80662I36320,Intel,Core i3-6320,292,69.8,1201,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535,-2,-5,-5,,Skylake,Q3'15,i3-6320,2,4,51,248,FCLGA1151
CPU,BX80637I53450S,Intel,Core i5-3450S,293,69.7,1001,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz,-2,-6,-6,-4975,Ivy Bridge,Q2'12,i5-3450S,4,4,65,432,FCLGA1155
CPU,,Intel,Core i7-7820HQ,294,69.6,8043,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz,-2,-4,-3,-2513,Kaby Lake,Q1'17,i7-7820HQ,4,8,45,,
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,295,69.6,45077,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921,-2,-3,-2,-338,,,,,,,157,
CPU,FD9590FHHKWOF,AMD,FX-9590,296,69.6,22248,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812,-2,-5,-4,-996,,,,,,,,
CPU,,Intel,Core i7-3920XM,297,69.5,557,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz,-2,-4,-3,,Ivy Bridge,Q2'12,i7-3920XM,4,8,55,,FCPGA988
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,298,69.5,4095,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994,-2,-4,-3,-4945,Haswell,Q2'13,i7-4900MQ,4,8,47,254,FCPGA946
CPU,BX80623I52400,Intel,Core i5-2400,299,69.4,96377,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,-2,-6,-7,-44,Sandy Bridge,Q1'11,i5-2400,4,4,95,,LGA1155
CPU,BX80662I56400,Intel,Core i5-6400,300,69.3,111949,https://cpu.userbenchmark.com/Intel-Core-i5-6400/Rating/3512,-3,-5,-5,-125,Skylake,Q3'15,i5-6400,4,4,65,255,FCLGA1151
CPU,,Intel,Core i5-4460S,301,69.3,6729,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz,-3,-6,-6,-3352,Haswell,Q2'14,i5-4460S,4,4,65,,FCLGA1150
CPU,,Intel,Xeon X5570,302,69.2,944,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz,-3,-7,-6,,Nehalem EP,Q1'09,X5570,4,8,95,496,FCLGA1366
CPU,BX80684G5500,Intel,Pentium Gold G5500,303,69.2,576,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz,-3,-6,-6,,Coffee Lake,Q2'18,G5500,2,4,54,100,FCLGA1151
CPU,,Intel,Core i3-7101E,304,69.1,10,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz,-3,-5,-5,,Kaby Lake,Q1'17,i3-7101E,2,4,54,,FCLGA1151
CPU,,Intel,Core i5-2320,305,69.1,23579,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz,-3,-7,-7,-1307,Sandy Bridge,Q3'11,i5-2320,4,4,95,,LGA1155
CPU,YD2200C5FBBOX,AMD,Ryzen 3 2200G,306,69,111704,https://cpu.userbenchmark.com/SpeedTest/441832/AMD-Ryzen-3-2200G-with-Radeon-Vega-Graphics,-3,-4,-3,-58,,,,,,,117,
CPU,,Intel,Core i7-10510U,307,69,9869,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR-CoreTM-i7-10510U-CPU---180GHz,-3,-3,-1,-446,,Q3'19,i7-10510U,4,8,15,,FCBGA1528
CPU,BX80621E52670,Intel,Xeon E5-2670,308,68.9,3007,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz,-3,-5,-4,-4950,Sandy Bridge EP,Q1'12,E5-2670,8,16,115,275,FCLGA2011
CPU,,Intel,Core i5-3350P,309,68.8,15886,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz,-3,-6,-6,-1052,Ivy Bridge,Q3'12,i5-3350P,4,4,69,491,FCLGA1155
CPU,,Intel,Xeon W3565,310,68.8,4640,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz,-3,-6,-6,-3333,Bloomfield,Q4'09,W3565,4,8,130,,FCLGA1366
CPU,,Intel,Core i5-3340,311,68.7,5086,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz,-3,-6,-6,-1651,Ivy Bridge,Q3'13,i5-3340,4,4,77,148,FCLGA1155
CPU,,Intel,Core i7 960,312,68.7,11540,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz,-3,-6,-6,-1026,Bloomfield,Q4'09,i7-960,4,8,130,299,FCLGA1366
CPU,,Intel,Core i7-4910MQ,313,68.6,3839,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz,-3,-4,-2,-2520,Haswell,Q1'14,i7-4910MQ,4,8,47,,FCPGA946
CPU,,Intel,Core i7 870,314,68.6,25216,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz,-3,-7,-6,-483,Lynnfield,Q3'09,i7-870,4,8,95,,LGA1156
CPU,,Intel,Xeon X3460,315,68.6,597,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz,-3,-7,-5,,Lynnfield,Q3'09,X3460,4,8,95,,LGA1156
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,316,68.3,79136,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics,-3,-3,-2,-107,,,,,,,,
CPU,BX80677G4620,Intel,Pentium G4620,317,68.3,2487,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895,-3,-6,-6,-4905,Kaby Lake,Q1'17,G4620,2,4,51,130,FCLGA1151
CPU,BX80601950,Intel,Core i7-950,318,68.2,29751,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617,-3,-7,-6,-584,Bloomfield,Q2'09,i7-950,4,8,130,325,FCLGA1366
CPU,,Intel,Xeon X3450,319,68.1,2007,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz,-3,-7,-5,,Lynnfield,Q3'09,X3450,4,8,95,,LGA1156
CPU,BX80662I36300,Intel,Core i3-6300,320,68.1,3001,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536,-3,-6,-6,-4936,Skylake,Q3'15,i3-6300,2,4,51,183,FCLGA1151
CPU,,Intel,Xeon L5639,321,68.1,69,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz,-3,-8,-4,,,,,,,,,
CPU,,Intel,Core i7-2600S,322,68,1932,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz,-3,-6,-6,-4948,Sandy Bridge,Q1'11,i7-2600S,4,8,65,,LGA1155
CPU,,Intel,Core i7-4960HQ,323,68,217,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz,-3,-4,-3,,Crystal Well,Q4'13,i7-4960HQ,4,8,47,,FCBGA1364
CPU,,Intel,Core i7-1065G7,324,68,11170,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR-CoreTM-i7-1065G7-CPU---130GHz,-3,-2,-1,-395,,Q3'19,i7-1065G7,4,8,15,,FCBGA1526
CPU,,Intel,Core i5-3330,325,67.9,35978,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz,-3,-7,-7,-597,Ivy Bridge,Q3'12,i5-3330,4,4,77,,FCLGA1155
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,326,67.9,27672,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930,-3,-4,-4,-534,,,,,,,151,
CPU,,Intel,Core i5-10210U,327,67.9,9072,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR-CoreTM-i5-10210U-CPU---160GHz,-3,-3,-2,-453,,Q3'19,i5-10210U,4,8,15,,FCBGA1528
CPU,,Intel,Core i7-3840QM,328,67.9,3457,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz,-3,-5,-4,,Ivy Bridge,Q3'12,i7-3840QM,4,8,45,762,FCPGA988
CPU,,Intel,Core i7-4810MQ,329,67.8,18108,https://cpu.userbenchmark.com/SpeedTest/7168/IntelR-CoreTM-i7-4810MQ-CPU---280GHz,-3,-4,-3,-664,Haswell,Q1'14,i7-4810MQ,4,8,47,,FCPGA946
CPU,,Intel,Core i7-4700HQ,330,67.8,31463,https://cpu.userbenchmark.com/Intel-Core-i7-4700HQ/Rating/2728,-3,-5,-4,-656,Haswell,Q2'13,i7-4700HQ,4,8,47,,FCBGA1364
CPU,,Intel,Core i5 760,331,67.8,21312,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz,-3,-8,-6,-670,Lynnfield,Q3'10,i5-760,4,4,95,398,LGA1156
CPU,,Intel,Core i7-6820HQ,332,67.8,17528,https://cpu.userbenchmark.com/SpeedTest/43500/IntelR-CoreTM-i7-6820HQ-CPU---270GHz,-3,-5,-3,-1048,Skylake,Q3'15,i7-6820HQ,4,8,45,,FCBGA1440
CPU,BX80646I34370,Intel,Core i3-4370,333,67.8,1326,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817,-3,-7,-7,,Haswell,Q3'14,i3-4370,2,4,54,719,FCLGA1150
CPU,BX80677I37300T,Intel,Core i3-7300T,334,67.7,41,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz,-3,-6,-7,,Kaby Lake,Q1'17,i3-7300T,2,4,35,,FCLGA1151
CPU,,Intel,Xeon W3550,335,67.7,4906,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz,-3,-7,-7,-3336,Bloomfield,Q3'09,W3550,4,8,130,,FCLGA1366
CPU,,Intel,Core i5-7300HQ,336,67.7,117142,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR-CoreTM-i5-7300HQ-CPU---250GHz,-3,-6,-5,-286,Kaby Lake,Q1'17,i5-7300HQ,4,4,45,,
CPU,,Intel,Xeon X5560,337,67.7,372,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz,-3,-8,-7,,Nehalem EP,Q1'09,X5560,4,8,95,,FCLGA1366
CPU,,Intel,Core i5-1035G1,338,67.6,6532,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR-CoreTM-i5-1035G1-CPU---100GHz,-3,-3,-1,-429,,Q3'19,i5-1035G1,4,8,15,,FCBGA1526
CPU,,Intel,Core i5-2310,339,67.5,10313,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz,-3,-8,-8,-822,Sandy Bridge,Q2'11,i5-2310,4,4,95,,LGA1155
CPU,FD9370FHHKWOF,AMD,FX-9370,340,67.5,7133,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005,-3,-6,-5,-2470,,,,,,,,
CPU,,Intel,Core i7-3740QM,341,67.5,9680,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz,-3,-5,-4,-1281,Ivy Bridge,Q3'12,i7-3740QM,4,8,45,362,FCPGA988
CPU,,Intel,Xeon X3440,342,67.4,3432,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz,-3,-8,-4,-4955,Lynnfield,Q3'09,X3440,4,8,95,,LGA1156
CPU,FD8370FRHKBOX,AMD,FX-8370,343,67.4,26200,https://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983,-3,-6,-5,-978,,,,,,,,
CPU,,Intel,Core i5-2500S,344,67.3,1895,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz,-3,-8,-7,,Sandy Bridge,Q1'11,i5-2500S,4,4,65,,LGA1155
CPU,,Intel,Core i5-4570R,345,67.3,660,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz,-3,-6,-6,,Crystal Well,Q2'13,i5-4570R,4,4,65,,FCBGA1364
CPU,,Intel,Core i7-6700HQ,346,67.2,226877,https://cpu.userbenchmark.com/SpeedTest/34954/IntelR-CoreTM-i7-6700HQ-CPU---260GHz,-3,-5,-4,-157,Skylake,Q3'15,i7-6700HQ,4,8,45,,FCBGA1440
CPU,,Intel,Core i7-3820QM,347,67.2,2043,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz,-3,-5,-4,-4948,Ivy Bridge,Q2'12,i7-3820QM,4,8,45,,"FCBGA1224, FCPGA988"
CPU,BX80677I57400T,Intel,Core i5-7400T,348,67.1,2226,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz,-3,-7,-6,,Kaby Lake,Q1'17,i5-7400T,4,4,35,,FCLGA1151
CPU,,Intel,Core i7-4710MQ,349,67.1,16420,https://cpu.userbenchmark.com/SpeedTest/9397/IntelR-CoreTM-i7-4710MQ-CPU---250GHz,-3,-5,-4,-1699,Haswell,Q2'14,i7-4710MQ,4,8,47,,FCPGA946
CPU,BX80677I37100,Intel,Core i3-7100,350,67,48207,https://cpu.userbenchmark.com/Intel-Core-i3-7100/Rating/3891,-3,-6,-5,-184,Kaby Lake,Q1'17,i3-7100,2,4,51,120,FCLGA1151
CPU,,Intel,Core i7-4800MQ,351,66.9,16211,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR-CoreTM-i7-4800MQ-CPU---270GHz,-3,-5,-3,-1189,Haswell,Q2'13,i7-4800MQ,4,8,47,,FCPGA946
CPU,,Intel,Core i7-4720HQ,352,66.9,59173,https://cpu.userbenchmark.com/SpeedTest/20045/IntelR-CoreTM-i7-4720HQ-CPU---260GHz,-3,-5,-3,-645,Haswell,Q1 '15,i7-4720HQ,4,8,47,,FCBGA1364
CPU,FH8068403419422,Intel,Core i3-8109U,353,66.9,920,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz,-3,-6,-7,,Coffee Lake,Q2'18,i3-8109U,2,4,28,,FCBGA1528
CPU,FD8350FRHKBOX,AMD,FX-8350,354,66.8,266920,https://cpu.userbenchmark.com/AMD-FX-8350/Rating/1489,-3,-6,-6,-89,,,,,,,219,
CPU,BX80684G5400,Intel,Pentium Gold G5400,355,66.8,7983,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR-PentiumR-Gold-G5400-CPU---370GHz,-3,-6,-6,-580,Coffee Lake,Q2'18,G5400,2,4,54,78,FCLGA1151
CPU,,Intel,Core i5-2300,356,66.8,12609,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz,-3,-8,-8,-2035,Sandy Bridge,Q1'11,i5-2300,4,4,95,,LGA1155
CPU,,Intel,Core i7 930,357,66.7,18073,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz,-3,-8,-6,-896,Bloomfield,Q1'10,i7-930,4,8,130,530,FCLGA1366
CPU,,Intel,Core i7 940,358,66.6,1833,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz,-3,-8,-7,,Bloomfield,Q4'08,i7-940,4,8,130,,FCLGA1366
CPU,,Intel,Core i7 860,359,66.6,33364,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz,-3,-8,-7,-413,Lynnfield,Q3'09,i7-860,4,8,95,,LGA1156
CPU,,Intel,Core i7-4710HQ,360,66.3,55448,https://cpu.userbenchmark.com/SpeedTest/11499/IntelR-CoreTM-i7-4710HQ-CPU---250GHz,-3,-5,-4,-670,Haswell,Q2'14,i7-4710HQ,4,8,47,,FCBGA1364
CPU,,Intel,Xeon W3530,361,66.3,3677,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz,-3,-8,-8,-2496,Bloomfield,Q1'10,W3530,4,8,130,,FCLGA1366
CPU,CW8064701470702,Intel,Core i7-4700MQ,362,66.3,44265,https://cpu.userbenchmark.com/Intel-Core-i7-4700MQ/Rating/2727,-3,-6,-4,-343,Haswell,Q2'13,i7-4700MQ,4,8,47,,FCPGA946
CPU,BX80646I34360,Intel,Core i3-4360,363,66.2,1294,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819,-3,-7,-7,-4931,Haswell,Q2'14,i3-4360,2,4,54,151,FCLGA1150
CPU,,Intel,Core i7-4722HQ,364,66.2,163,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz,-3,-5,-4,,Haswell,Q1 '15,i7-4722HQ,4,8,37,,FCBGA1364
CPU,,Intel,Core i5-3330S,365,66.2,2713,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz,-3,-8,-8,-4990,Ivy Bridge,Q3'12,i5-3330S,4,4,65,,FCLGA1155
CPU,BX80646I34350,Intel,Core i3-4350,366,66.2,355,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433,-3,-7,-7,,Haswell,Q2'14,i3-4350,2,4,54,219,FCLGA1150
CPU,,Intel,Core i7-3720QM,367,66.1,7467,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz,-3,-6,-4,-2498,Ivy Bridge,Q2'12,i7-3720QM,4,8,45,299,"FCBGA1224, FCPGA988"
CPU,BX80677G4600,Intel,Pentium G4600,368,66,11087,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894,-3,-7,-7,-1186,Kaby Lake,Q1'17,G4600,2,4,51,74,FCLGA1151
CPU,BX80605I5750,Intel,Core i5-750,369,65.9,33745,https://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773,-3,-10,-7,-408,Lynnfield,Q3'09,i5-750,4,4,95,,LGA1156
CPU,BX80646I34340,Intel,Core i3-4340,370,65.6,607,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877,-3,-8,-7,,Haswell,Q3'13,i3-4340,2,4,54,349,FCLGA1150
CPU,BX80662I36300T,Intel,Core i3-6300T,371,65.5,88,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz,-3,-8,-7,,Skylake,Q3'15,i3-6300T,2,4,35,188,FCLGA1151
CPU,,Intel,Core i5-10310U,372,65.4,43,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR-CoreTM-i5-10310U-CPU---170GHz,-3,-4,-1,,,,,,,,,
CPU,,Intel,Core i5-8365U,373,65.4,2202,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR-CoreTM-i5-8365U-CPU---160GHz,-3,-4,-2,-3344,,Q2 '19,i5-8365U,4,8,15,,FCBGA1528
CPU,,Intel,Core i7-4850HQ,374,65.3,643,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz,-3,-5,-4,,Crystal Well,Q3'13,i7-4850HQ,4,8,47,,FCBGA1364
CPU,AW8063801106200,Intel,Core i7-3630QM,375,65.2,46424,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,-3,-6,-5,-465,Ivy Bridge,Q3'12,i7-3630QM,4,8,45,420,FCPGA988
CPU,BX80662I36100,Intel,Core i3-6100,376,65.2,78893,https://cpu.userbenchmark.com/Intel-Core-i3-6100/Rating/3511,-3,-7,-6,-185,Skylake,Q3'15,i3-6100,2,4,51,115,FCLGA1151
CPU,,Intel,Xeon E5-2670 v2,377,65.1,208,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz,-3,-6,-4,,Ivy Bridge EP,Q3'13,E5-2670V2,10,20,115,,FCLGA2011
CPU,,Intel,Core i3-6098P,378,65.1,4023,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR-CoreTM-i3-6098P-CPU---360GHz,-3,-7,-7,-4984,Skylake,Q4'15,i3-6098P,2,4,54,,FCLGA1151
CPU,BX80601920,Intel,Core i7-920,379,65.1,51910,https://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981,-3,-9,-6,-309,Bloomfield,Q4'08,i7-920,4,8,130,266,FCLGA1366
CPU,AW8063801013511,Intel,Core i7-3610QM,380,65.1,27021,https://cpu.userbenchmark.com/Intel-Core-i7-3610QM/Rating/2730,-3,-6,-6,-755,Ivy Bridge,Q2'12,i7-3610QM,4,8,45,390,FCPGA988
CPU,,Intel,Core i7-8665U,381,65,3235,https://cpu.userbenchmark.com/SpeedTest/740553/IntelR-CoreTM-i7-8665U-CPU---190GHz,-3,-4,-1,-2037,,Q2 '19,i7-8665U,4,8,15,,FCBGA1528
CPU,BX80646I34330,Intel,Core i3-4330,382,64.9,4253,https://cpu.userbenchmark.com/Intel-Core-i3-4330/Rating/2876,-3,-8,-8,-4935,Haswell,Q3'13,i3-4330,2,4,54,192,FCLGA1150
CPU,,Intel,Core i5-6300HQ,383,64.8,38881,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR-CoreTM-i5-6300HQ-CPU---230GHz,-3,-7,-6,-879,Skylake,Q3'15,i5-6300HQ,4,4,45,,FCBGA1440
CPU,FJ8068404064604,Intel,Core i5-8265U,384,64.8,39314,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR-CoreTM-i5-8265U-CPU---160GHz,-3,-5,-2,-312,Whiskey Lake,Q3'18,i5-8265U,4,8,15,,FCBGA1528
CPU,,Intel,Core i7-4702MQ,385,64.8,15727,https://cpu.userbenchmark.com/SpeedTest/2674/IntelR-CoreTM-i7-4702MQ-CPU---220GHz,-3,-6,-5,-1698,Haswell,Q2'13,i7-4702MQ,4,8,37,,FCPGA946
CPU,,AMD,Ryzen 5 2600H,386,64.7,131,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics,-3,-4,-3,,,,,,,,,
CPU,,Intel,Core i7-7567U,387,64.7,1408,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz,-3,-6,-6,,Kaby Lake,Q1'17,i7-7567U,2,4,28,,
